srcport,srcipv4,rawmsghostname,rawmsghostipv4,rawmsg,protocol,program,metaclass,meta_ts,meta_sp,meta_sip4,meta_rule,meta_oml,meta_omh,meta_mid,meta_iid,meta_i,meta_cid,meta_cbid,foreigninterface,dstport,direction,class,category,action,_eventid,__metadata__,srcisp,srcusagetype,meta_cbname,dstipv4,dstisp,dstusagetype,localinterface,connectionid,dstcountry,dstcountrycode,dstcity,dstdomain,dstlatitude,dstlongitude,dstregion,msg,srccountry,srccountrycode,srccity,srcdomain,srclatitude,srclongitude,srcregion,count,aclname,reason,duration,bytes,srchost,accessgroup,dsthost,type,group,srcmac,interface
42915,192.168.36.10,172.20.37.250,127.0.0.1,: %ASA-6-302013: Built outbound TCP connection 4071542 for WAN:192.168.21.10/7800 (192.168.21.10/7800) to inside:192.168.36.10/42915 (192.168.36.10/42915),tcp,%ASA-6-302013,vpn,2017-05-09T03:00:55.702Z,514,172.20.37.250,cisco_asa-1992304797,180,<166>May 09 2017 01:00:55,6523155845,0,0.0.0.0/514/udp,2af9-184cf7585,11001,wan,7800,outbound,cisco_asa,connection,built,cee4c230-0375-4e63-a482-1284c323b184#2972,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#2972"",""num_events"":2898,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2971,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11001,192.168.21.10,private ip address lan,rsv,inside,4071542, , , , , , , , , , , , , , , , , , , , , , , , , , , 
57345,172.20.36.151,172.20.37.250,127.0.0.1,: %ASA-6-434004: SFR requested ASA to bypass further packet redirection and process TCP flow from inside:172.20.36.151/57345 to outside2:34.195.92.116/443 locally, ,%ASA-6-434004,firewall,2017-05-09T03:01:06.988Z,514,172.20.37.250,cisco_asa-2584709249,188,<166>May 09 2017 01:01:06,6523156137,0,0.0.0.0/514/udp,2af9-184cf76a9,11001,outside2,443, ,cisco_asa, , ,805cfa33-fe24-42a5-8989-c63ff35e51c5#22,"{""id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5#22"",""num_events"":900,""data_type"":""passthrough"",""batch_id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":21,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11001,34.195.92.116,amazon technologies inc.,dch,inside, ,united states,us,ashburn,amazon.com,39.04372024536133,-77.48748779296875,virginia,sfr requested asa to bypass further packet redirection and process tcp flow, , , , , , , , , , , , , , , , , , , 
57347,172.20.36.151,172.20.37.250,127.0.0.1,: %ASA-6-302013: Built outbound TCP connection 4071607 for outside2:34.195.92.116/443 (34.195.92.116/443) to inside:172.20.36.151/57347 (177.43.177.18/57347),tcp,%ASA-6-302013,vpn,2017-05-09T03:01:07.021Z,514,172.20.37.250,cisco_asa-1992304797,183,<166>May 09 2017 01:01:06,6523156142,0,0.0.0.0/514/udp,2af9-184cf76ae,11001,outside2,443,outbound,cisco_asa,connection,built,805cfa33-fe24-42a5-8989-c63ff35e51c5#24,"{""id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5#24"",""num_events"":900,""data_type"":""passthrough"",""batch_id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":23,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11001,34.195.92.116,amazon technologies inc.,dch,inside,4071607,united states,us,ashburn,amazon.com,39.04372024536133,-77.48748779296875,virginia, , , , , , , , , , , , , , , , , , , , 
61702,172.20.36.165,172.20.37.250,127.0.0.1,: %ASA-6-305012: Teardown dynamic TCP translation from inside:172.20.36.165/61702 to outside2:177.43.177.18/61702 duration 0:01:00,tcp,%ASA-6-305012,firewall,2017-05-09T03:01:07.211Z,514,172.20.37.250,cisco_asa-854049557,156,<166>May 09 2017 01:01:07,6523156144,0,0.0.0.0/514/udp,2af9-184cf76b0,11001,outside2,61702,dynamic,cisco_asa,translation,teardown,805cfa33-fe24-42a5-8989-c63ff35e51c5#25,"{""id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5#25"",""num_events"":900,""data_type"":""passthrough"",""batch_id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":24,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11001,177.43.177.18,fundacao GlobalComm the global com,com,inside, ,brazil,br,rio de janeiro,gvt.net.br,-22.902780532836914,-43.20750045776367,rio de janeiro, , , , , , , , , , , ,60, , , , , , , , 
7080,172.21.18.13,172.20.37.250,127.0.0.1,: %ASA-6-302014: Teardown TCP connection 4071499 for WAN:172.21.18.13/7080 to inside:172.20.36.22/61351 duration 0:00:30 bytes 0 SYN Timeout,tcp,%ASA-6-302014,vpn,2017-05-09T03:01:07.597Z,514,172.20.37.250,cisco_asa-173480565,166,<166>May 09 2017 01:01:07,6523156153,0,0.0.0.0/514/udp,2af9-184cf76b9,11001,inside,61351, ,cisco_asa,connection,teardown,805cfa33-fe24-42a5-8989-c63ff35e51c5#29,"{""id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5#29"",""num_events"":900,""data_type"":""passthrough"",""batch_id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":28,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11001,172.20.36.22,private ip address lan,rsv,wan,4071499, , , , , , , , , , , , , , , , , ,syn timeout,30,0, , , , , , , 
51166,172.20.48.23,172.20.49.250,127.0.0.1,": %ASA-4-106023: Deny tcp src inside:172.20.48.23/51166 dst outside2:23.211.124.129/80 by access-group ""inside_access_out"" [0xb5bceb54, 0x6292f38f]",tcp,%ASA-4-106023,firewall,2017-05-09T03:01:06.957Z,514,172.20.49.250,cisco_asa-3267376055,173,<164>May 09 2017 03:01:06,4087043366,0,0.0.0.0/514/udp,2b01-f39b5526,11009,outside2,80, ,cisco_asa, ,deny,805cfa33-fe24-42a5-8989-c63ff35e51c5#30,"{""id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5#30"",""num_events"":900,""data_type"":""passthrough"",""batch_id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":29,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11009,23.211.124.129,akamai technologies inc.,cdn,inside, ,united states,us,capitol heights,akamai.com,38.885108947753906,-76.91580963134766,maryland, , , , , , , , , , , , , , ,inside_access_out, , , , , 
51167,172.20.48.23,172.20.49.250,127.0.0.1,": %ASA-4-106023: Deny tcp src inside:172.20.48.23/51167 dst outside2:23.211.124.129/80 by access-group ""inside_access_out"" [0xb5bceb54, 0x6292f38f]",tcp,%ASA-4-106023,firewall,2017-05-09T03:01:07.521Z,514,172.20.49.250,cisco_asa-3267376055,173,<164>May 09 2017 03:01:07,4087043368,0,0.0.0.0/514/udp,2b01-f39b5528,11009,outside2,80, ,cisco_asa, ,deny,805cfa33-fe24-42a5-8989-c63ff35e51c5#31,"{""id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5#31"",""num_events"":900,""data_type"":""passthrough"",""batch_id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":30,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11009,23.211.124.129,akamai technologies inc.,cdn,inside, ,united states,us,capitol heights,akamai.com,38.885108947753906,-76.91580963134766,maryland, , , , , , , , , , , , , , ,inside_access_out, , , , , 
49333,172.20.44.21,172.20.45.250,127.0.0.1,: %ASA-6-302015: Built outbound UDP connection 19119672 for WAN:172.21.14.28/53 (172.21.14.28/53) to inside:172.20.44.21/49333 (172.20.44.21/49333),udp,%ASA-6-302015,vpn,2017-05-09T03:01:07.220Z,514,172.20.45.250,cisco_asa-375397979,173,<166>May 09 2017 03:01:07,6469230314,0,0.0.0.0/514/udp,2afd-181989eea,11005,wan,53,outbound,cisco_asa,connection,built,805cfa33-fe24-42a5-8989-c63ff35e51c5#32,"{""id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5#32"",""num_events"":900,""data_type"":""passthrough"",""batch_id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":31,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11005,172.21.14.28,private ip address lan,rsv,inside, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
27240,172.20.44.129,172.20.45.250,127.0.0.1,: %ASA-6-302015: Built outbound UDP connection 19119674 for outside2:157.56.52.18/40024 (157.56.52.18/40024) to inside:172.20.44.129/27240 (117.102.103.99/27240),udp,%ASA-6-302015,vpn,2017-05-09T03:01:07.260Z,514,172.20.45.250,cisco_asa-375397979,187,<166>May 09 2017 03:01:07,6469230316,0,0.0.0.0/514/udp,2afd-181989eec,11005,outside2,40024,outbound,cisco_asa,connection,built,805cfa33-fe24-42a5-8989-c63ff35e51c5#33,"{""id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5#33"",""num_events"":900,""data_type"":""passthrough"",""batch_id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":32,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11005,157.56.52.18,microsoft corporation,ses,inside, ,united states,us,redmond,microsoft.com,47.682899475097656,-122.12090301513672,washington, , , , , , , , , , , , , , , , , , , , 
8530,172.21.220.8,172.20.45.250,127.0.0.1,: %ASA-6-302014: Teardown TCP connection 19119488 for WAN:172.21.220.8/8530 to inside:172.20.44.153/61067 duration 0:00:30 bytes 0 SYN Timeout,tcp,%ASA-6-302014,vpn,2017-05-09T03:01:07.483Z,514,172.20.45.250,cisco_asa-173480565,168,<166>May 09 2017 03:01:07,6469230320,0,0.0.0.0/514/udp,2afd-181989ef0,11005,inside,61067, ,cisco_asa,connection,teardown,805cfa33-fe24-42a5-8989-c63ff35e51c5#35,"{""id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5#35"",""num_events"":900,""data_type"":""passthrough"",""batch_id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":34,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11005,172.20.44.153,private ip address lan,rsv,wan,19119488, , , , , , , , , , , , , , , , , ,syn timeout,30,0, , , , , , , 
0,172.21.14.28,172.20.45.250,127.0.0.1,: %ASA-6-302021: Teardown ICMP connection for faddr 172.21.14.28/0 gaddr 172.20.44.21/0 laddr 172.20.44.21/0,icmp,%ASA-6-302021,firewall,2017-05-09T03:01:07.512Z,514,172.20.45.250,cisco_asa-2914843190,134,<166>May 09 2017 03:01:07,6469230322,0,0.0.0.0/514/udp,2afd-181989ef2,11005, ,0, ,cisco_asa,connection,teardown,805cfa33-fe24-42a5-8989-c63ff35e51c5#36,"{""id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5#36"",""num_events"":900,""data_type"":""passthrough"",""batch_id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":35,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11005,172.20.44.21,private ip address lan,rsv, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
58472,192.168.245.65,172.20.45.250,127.0.0.1,: %ASA-6-305011: Built dynamic UDP translation from dmz-wireless:192.168.245.65/58472 to outside2:117.102.103.99/58472,udp,%ASA-6-305011,firewall,2017-05-09T03:01:07.734Z,514,172.20.45.250,cisco_asa-1566950457,144,<166>May 09 2017 03:01:07,6469230340,0,0.0.0.0/514/udp,2afd-181989f04,11005,outside2,58472,dynamic,cisco_asa,translation,built,805cfa33-fe24-42a5-8989-c63ff35e51c5#44,"{""id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5#44"",""num_events"":900,""data_type"":""passthrough"",""batch_id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":43,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11005,117.102.103.99,biznet isp,isp,dmz-wireless, ,indonesia,id,jakarta,biz.net.id,-6.214620113372803,106.84513092041016,jakarta raya, , , , , , , , , , , , , , , , , , , , 
52157,192.168.245.65,172.20.45.250,127.0.0.1,: %ASA-6-302013: Built outbound TCP connection 19119687 for outside2:52.74.104.24/80 (52.74.104.24/80) to dmz-wireless:192.168.245.65/52157 (117.102.103.99/52157),tcp,%ASA-6-302013,vpn,2017-05-09T03:01:07.746Z,514,172.20.45.250,cisco_asa-1992304797,188,<166>May 09 2017 03:01:07,6469230343,0,0.0.0.0/514/udp,2afd-181989f07,11005,outside2,80,outbound,cisco_asa,connection,built,805cfa33-fe24-42a5-8989-c63ff35e51c5#45,"{""id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5#45"",""num_events"":900,""data_type"":""passthrough"",""batch_id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":44,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11005,52.74.104.24,amazon technologies inc.,dch,dmz-wireless,19119687,singapore,sg,singapore,amazon.com,1.2896699905395508,103.85006713867188,singapore, , , , , , , , , , , , , , , , , , , , 
443,54.89.50.71,172.20.33.250,127.0.0.1,: %ASA-6-434004: SFR requested ASA to bypass further packet redirection and process TCP flow from outside2:54.89.50.71/443 to inside:189.205.225.42/55655 locally, ,%ASA-6-434004,firewall,2017-05-09T03:01:07.296Z,514,172.20.33.250,cisco_asa-2584709249,187,<166>May 09 2017 03:01:07,2684076411,0,0.0.0.0/514/udp,2b00-9ffbc17b,11008,inside,55655, ,cisco_asa, , ,805cfa33-fe24-42a5-8989-c63ff35e51c5#46,"{""id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5#46"",""num_events"":900,""data_type"":""passthrough"",""batch_id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":45,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",amazon technologies inc.,dch,11008,189.205.225.42,axtel s.a.b. de c.v.,isp,outside2, ,mexico,mx,monterrey,axtel.mx,25.666669845581055,-100.3166732788086,nuevo leon,sfr requested asa to bypass further packet redirection and process tcp flow,united states,us,ashburn,amazon.com,39.04372024536133,-77.48748779296875,virginia, , , , , , , , , , , , 
443,172.20.32.21,172.20.33.250,127.0.0.1,: %ASA-6-434004: SFR requested ASA to bypass further packet redirection and process TCP flow from inside:172.20.32.21/443 to WAN:172.21.30.71/50775 locally, ,%ASA-6-434004,firewall,2017-05-09T03:01:07.496Z,514,172.20.33.250,cisco_asa-2584709249,181,<166>May 09 2017 03:01:07,2684076413,0,0.0.0.0/514/udp,2b00-9ffbc17d,11008,wan,50775, ,cisco_asa, , ,805cfa33-fe24-42a5-8989-c63ff35e51c5#47,"{""id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5#47"",""num_events"":900,""data_type"":""passthrough"",""batch_id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":46,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11008,172.21.30.71,private ip address lan,rsv,inside, , , , , , , , ,sfr requested asa to bypass further packet redirection and process tcp flow, , , , , , , , , , , , , , , , , , , 
443,54.89.50.71,172.20.33.250,127.0.0.1,: %ASA-6-434004: SFR requested ASA to bypass further packet redirection and process TCP flow from outside2:54.89.50.71/443 to inside:189.205.225.42/53863 locally, ,%ASA-6-434004,firewall,2017-05-09T03:01:07.316Z,514,172.20.33.250,cisco_asa-2584709249,187,<166>May 09 2017 03:01:07,2684076412,0,0.0.0.0/514/udp,2b00-9ffbc17c,11008,inside,53863, ,cisco_asa, , ,805cfa33-fe24-42a5-8989-c63ff35e51c5#51,"{""id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5#51"",""num_events"":900,""data_type"":""passthrough"",""batch_id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":50,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",amazon technologies inc.,dch,11008,189.205.225.42,axtel s.a.b. de c.v.,isp,outside2, ,mexico,mx,monterrey,axtel.mx,25.666669845581055,-100.3166732788086,nuevo leon,sfr requested asa to bypass further packet redirection and process tcp flow,united states,us,ashburn,amazon.com,39.04372024536133,-77.48748779296875,virginia, , , , , , , , , , , , 
57348,172.20.36.151,172.20.37.250,127.0.0.1,": %ASA-2-106100: access-list inside_access_out permitted tcp inside/172.20.36.151(57348) -> outside2/52.216.226.187(443) hit-cnt 1 first hit [0x7af8e104, 0x0]",tcp,%ASA-2-106100,firewall,2017-05-09T03:01:07.782Z,514,172.20.37.250,cisco_asa-3528583999,184,<162>May 09 2017 01:01:07,6523156157,0,0.0.0.0/514/udp,2af9-184cf76bd,11001,outside2,443, ,cisco_asa, ,permitted,805cfa33-fe24-42a5-8989-c63ff35e51c5#87,"{""id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5#87"",""num_events"":900,""data_type"":""passthrough"",""batch_id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":86,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11001,52.216.226.187,amazon technologies inc.,dch,inside, ,united states,us,ashburn,amazon.com,39.04372024536133,-77.48748779296875,virginia, , , , , , , , ,1,inside_access_out, , , , , , , , , , 
0,172.21.14.28,172.20.45.250,127.0.0.1,: %ASA-6-302020: Built outbound ICMP connection for faddr 172.21.14.28/0 gaddr 172.20.44.21/0 laddr 172.20.44.21/0,icmp,%ASA-6-302020,firewall,2017-05-09T03:01:07.833Z,514,172.20.45.250,cisco_asa-2902765419,140,<166>May 09 2017 03:01:07,6469230348,0,0.0.0.0/514/udp,2afd-181989f0c,11005,172.20.44.21,0,outbound,cisco_asa,connection,built,805cfa33-fe24-42a5-8989-c63ff35e51c5#94,"{""id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5#94"",""num_events"":900,""data_type"":""passthrough"",""batch_id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":93,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11005, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
443,216.239.108.124,172.20.45.250,127.0.0.1,: %ASA-6-434004: SFR requested ASA to bypass further packet redirection and process TCP flow from outside2:216.239.108.124/443 to inside:117.102.103.99/49815 locally, ,%ASA-6-434004,firewall,2017-05-09T03:01:07.848Z,514,172.20.45.250,cisco_asa-2584709249,191,<166>May 09 2017 03:01:07,6469230350,0,0.0.0.0/514/udp,2afd-181989f0e,11005,inside,49815, ,cisco_asa, , ,805cfa33-fe24-42a5-8989-c63ff35e51c5#95,"{""id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5#95"",""num_events"":900,""data_type"":""passthrough"",""batch_id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":94,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",ipass incorporated,dch,11005,117.102.103.99,biznet isp,isp,outside2, ,indonesia,id,jakarta,biz.net.id,-6.214620113372803,106.84513092041016,jakarta raya,sfr requested asa to bypass further packet redirection and process tcp flow,united states,us,belmont,ipass.com,37.532440185546875,-122.24883270263672,california, , , , , , , , , , , , 
0,172.22.19.16,172.20.45.250,127.0.0.1,: %ASA-6-302021: Teardown ICMP connection for faddr 172.22.19.16/0 gaddr 172.20.44.21/0 laddr 172.20.44.21/0,icmp,%ASA-6-302021,firewall,2017-05-09T03:01:07.854Z,514,172.20.45.250,cisco_asa-2914843190,134,<166>May 09 2017 03:01:07,6469230354,0,0.0.0.0/514/udp,2afd-181989f12,11005, ,0, ,cisco_asa,connection,teardown,805cfa33-fe24-42a5-8989-c63ff35e51c5#96,"{""id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5#96"",""num_events"":900,""data_type"":""passthrough"",""batch_id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":95,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11005,172.20.44.21,private ip address lan,rsv, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
49815,172.20.44.151,172.20.45.250,127.0.0.1,: %ASA-6-434004: SFR requested ASA to bypass further packet redirection and process TCP flow from inside:172.20.44.151/49815 to outside2:216.239.108.124/443 locally, ,%ASA-6-434004,firewall,2017-05-09T03:01:07.960Z,514,172.20.45.250,cisco_asa-2584709249,190,<166>May 09 2017 03:01:07,6469230362,0,0.0.0.0/514/udp,2afd-181989f1a,11005,outside2,443, ,cisco_asa, , ,805cfa33-fe24-42a5-8989-c63ff35e51c5#97,"{""id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5#97"",""num_events"":900,""data_type"":""passthrough"",""batch_id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":96,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11005,216.239.108.124,ipass incorporated,dch,inside, ,united states,us,belmont,ipass.com,37.532440185546875,-122.24883270263672,california,sfr requested asa to bypass further packet redirection and process tcp flow, , , , , , , , , , , , , , , , , , , 
0,172.21.25.40,172.20.49.250,127.0.0.1,: %ASA-6-302021: Teardown ICMP connection for faddr 172.21.25.40/0 gaddr 172.20.48.1/0 laddr 172.20.48.1/0,icmp,%ASA-6-302021,firewall,2017-05-09T03:01:07.827Z,514,172.20.49.250,cisco_asa-2914843190,132,<166>May 09 2017 03:01:07,4087043373,0,0.0.0.0/514/udp,2b01-f39b552d,11009, ,0, ,cisco_asa,connection,teardown,805cfa33-fe24-42a5-8989-c63ff35e51c5#119,"{""id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5#119"",""num_events"":900,""data_type"":""passthrough"",""batch_id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":118,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11009,172.20.48.1,private ip address lan,rsv, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
32773,172.20.40.72,172.20.41.250,127.0.0.1,: %ASA-6-302015: Built outbound UDP connection 25408173 for WAN:172.21.25.26/1813 (172.21.25.26/1813) to inside:172.20.40.72/32773 (172.20.40.72/32773),udp,%ASA-6-302015,vpn,2017-05-09T03:01:08.220Z,514,172.20.41.250,cisco_asa-375397979,177,<166>May 09 2017 03:01:08,211999235,0,0.0.0.0/514/udp,2afc-ca2da03,11004,wan,1813,outbound,cisco_asa,connection,built,805cfa33-fe24-42a5-8989-c63ff35e51c5#125,"{""id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5#125"",""num_events"":900,""data_type"":""passthrough"",""batch_id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":124,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11004,172.21.25.26,private ip address lan,rsv,inside, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
52220,172.20.40.23,172.20.41.250,127.0.0.1,: %ASA-6-302015: Built outbound UDP connection 25408175 for WAN:172.21.14.28/53 (172.21.14.28/53) to inside:172.20.40.23/52220 (172.20.40.23/52220),udp,%ASA-6-302015,vpn,2017-05-09T03:01:08.289Z,514,172.20.41.250,cisco_asa-375397979,173,<166>May 09 2017 03:01:08,211999239,0,0.0.0.0/514/udp,2afc-ca2da07,11004,wan,53,outbound,cisco_asa,connection,built,805cfa33-fe24-42a5-8989-c63ff35e51c5#127,"{""id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5#127"",""num_events"":900,""data_type"":""passthrough"",""batch_id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":126,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11004,172.21.14.28,private ip address lan,rsv,inside, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
443,216.239.108.124,172.20.45.250,127.0.0.1,: %ASA-6-302014: Teardown TCP connection 19119661 for outside2:216.239.108.124/443 to inside:172.20.44.151/49815 duration 0:00:01 bytes 4227 TCP FINs,tcp,%ASA-6-302014,vpn,2017-05-09T03:01:08.157Z,514,172.20.45.250,cisco_asa-173480565,175,<166>May 09 2017 03:01:08,6469230449,0,0.0.0.0/514/udp,2afd-181989f71,11005,inside,49815, ,cisco_asa,connection,teardown,805cfa33-fe24-42a5-8989-c63ff35e51c5#150,"{""id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5#150"",""num_events"":900,""data_type"":""passthrough"",""batch_id"":""805cfa33-fe24-42a5-8989-c63ff35e51c5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":149,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",ipass incorporated,dch,11005,172.20.44.151,private ip address lan,rsv,outside2,19119661, , , , , , , , ,united states,us,belmont,ipass.com,37.532440185546875,-122.24883270263672,california, , ,tcp fins,1,4227, , , , , , , 
