username,starttime,srcport,srcipv4,srchost,rule,rawmsghostname,rawmsghostipv4,rawmsg,protocol,program,metaclass,meta_ts,meta_sp,meta_sip4,meta_rule,meta_oml,meta_omh,meta_mid,meta_iid,meta_i,meta_cid,meta_cbid,hostname,group,endtime,dstipv4,direction,class,application,action,accountdomain,_eventid,__metadata__,srcisp,srcusagetype,dstcountry,dstcountrycode,dstcity,dstdomain,dstisp,dstlatitude,dstlongitude,dstregion,dstusagetype,meta_cbname,size,process,msg,md5,deviceid,description,server,risklevel,info,duration,ruleid,filepath,filename,dstport,category
d.roosevelt,2017-05-08T09:44:57.000Z,5246,255.255.255.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"INDLT349,Local: 255.255.255.255,Local: 5246,Local: gcgcgcgcgcgc,Remote: 172.20.42.100,Remote: ,Remote: 17805,Remote: E865493458BC,UDP,Inbound,Begin: 2017-05-08 09:44:57,End: 2017-05-08 09:44:57,Occurrences: 2,Application: ,Rule: block Incoming,Location: Default,User: D.roosevelt,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:20:33.847Z,50930,172.21.25.20,symantec_endpoint_protection-1453027712,361,<59>May  8 11:18:45 gcSMQ0602 SymantecServer: ,28067483186,1,0.0.0.0/514/udp,2b03-688f3ce32,11011,indlt349,default,2017-05-08T09:44:57.000Z,172.20.42.100,inbound,symantec_endpoint_protection, ,blocked,globalcom,e68024d7-4106-4e48-8e47-9ac687c169d8#96,"{""id"":""e68024d7-4106-4e48-8e47-9ac687c169d8#96"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""e68024d7-4106-4e48-8e47-9ac687c169d8"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":95,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",reserved rfc3330,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
d.roosevelt,2017-05-08T09:44:34.000Z,138,172.20.42.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"INDLT349,Local: 172.20.42.255,Local: 138,Local: gcgcgcgcgcgc,Remote: 172.20.42.123,Remote: ,Remote: 138,Remote: 0050B6D75E93,UDP,Inbound,Begin: 2017-05-08 09:44:34,End: 2017-05-08 09:44:34,Occurrences: 1,Application: C:/WINDOWS/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: D.roosevelt,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:20:33.851Z,50930,172.21.25.20,symantec_endpoint_protection-1453027712,388,<59>May  8 11:18:45 gcSMQ0602 SymantecServer: ,28067483192,1,0.0.0.0/514/udp,2b03-688f3ce38,11011,indlt349,default,2017-05-08T09:44:34.000Z,172.20.42.123,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked,globalcom,e68024d7-4106-4e48-8e47-9ac687c169d8#97,"{""id"":""e68024d7-4106-4e48-8e47-9ac687c169d8#97"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""e68024d7-4106-4e48-8e47-9ac687c169d8"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":96,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
network service,2017-05-08T09:49:34.000Z,5355,224.0.0.252,01005e0000fc,block incoming,gcsmq0602,127.0.0.1,"INDLT349,Local: 224.0.0.252,Local: 5355,Local: 01005E0000FC,Remote: 172.20.42.134,Remote: ,Remote: 52968,Remote: 54EE75BC6AAA,UDP,Inbound,Begin: 2017-05-08 09:49:34,End: 2017-05-08 09:49:34,Occurrences: 2,Application: C:/Windows/System32/svchost.exe,Rule: block Incoming,Location: Default,User: NETWORK SERVICE,Domain: NT AUTHORITY,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:20:33.882Z,50930,172.21.25.20,symantec_endpoint_protection-1453027712,393,<59>May  8 11:18:45 gcSMQ0602 SymantecServer: ,28067483254,1,0.0.0.0/514/udp,2b03-688f3ce76,11011,indlt349,default,2017-05-08T09:49:34.000Z,172.20.42.134,inbound,symantec_endpoint_protection,c:/windows/system32/svchost.exe,blocked,nt authority,e68024d7-4106-4e48-8e47-9ac687c169d8#106,"{""id"":""e68024d7-4106-4e48-8e47-9ac687c169d8#106"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""e68024d7-4106-4e48-8e47-9ac687c169d8"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":105,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",multicast,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
d.roosevelt,2017-05-08T09:47:40.000Z,1900,239.255.255.250,01005e7gcgca,block incoming,gcsmq0602,127.0.0.1,"INDLT349,Local: 239.255.255.250,Local: 1900,Local: 01005E7gcgcA,Remote: 172.20.42.162,Remote: ,Remote: 55447,Remote: 4C348822E49E,UDP,Inbound,Begin: 2017-05-08 09:47:40,End: 2017-05-08 09:47:55,Occurrences: 6,Application: ,Rule: block Incoming,Location: Default,User: D.roosevelt,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:20:33.888Z,50930,172.21.25.20,symantec_endpoint_protection-1453027712,361,<59>May  8 11:18:45 gcSMQ0602 SymantecServer: ,28067483258,1,0.0.0.0/514/udp,2b03-688f3ce7a,11011,indlt349,default,2017-05-08T09:47:55.000Z,172.20.42.162,inbound,symantec_endpoint_protection, ,blocked,globalcom,e68024d7-4106-4e48-8e47-9ac687c169d8#107,"{""id"":""e68024d7-4106-4e48-8e47-9ac687c169d8#107"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""e68024d7-4106-4e48-8e47-9ac687c169d8"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":106,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",multicast,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
s.ford,2017-05-08T11:10:24.000Z,1900,255.255.255.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"NYCLT5213A,Local: 255.255.255.255,Local: 1900,Local: gcgcgcgcgcgc,Remote: 172.24.33.239,Remote: ,Remote: 1901,Remote: 4C66411D31B4,UDP,Inbound,Begin: 2017-05-08 11:10:24,End: 2017-05-08 11:10:24,Occurrences: 1,Application: ,Rule: block Incoming,Location: Default,User: s.ford,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:19:30.855Z,63211,172.21.25.20,symantec_endpoint_protection-1453027712,363,<59>May  8 11:17:25 gcSMQ0602 SymantecServer: ,28067379199,1,0.0.0.0/514/udp,2b03-688f237gc,11011,nyclt5213a,default,2017-05-08T11:10:24.000Z,172.24.33.239,inbound,symantec_endpoint_protection, ,blocked,globalcom,b2619585-fab2-493e-b898-b9987974a768#2673,"{""id"":""b2619585-fab2-493e-b898-b9987974a768#2673"",""num_events"":2960,""data_type"":""passthrough"",""batch_id"":""b2619585-fab2-493e-b898-b9987974a768"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2672,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",reserved rfc3330,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
s.ford,2017-05-08T11:10:17.000Z,57621,172.24.47.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"NYCLT5213A,Local: 172.24.47.255,Local: 57621,Local: gcgcgcgcgcgc,Remote: 172.24.34.28,Remote: ,Remote: 57621,Remote: E8B1FC09DFC6,UDP,Inbound,Begin: 2017-05-08 11:10:17,End: 2017-05-08 11:10:17,Occurrences: 1,Application: ,Rule: block Incoming,Location: Default,User: s.ford,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:19:30.897Z,63211,172.21.25.20,symantec_endpoint_protection-1453027712,362,<59>May  8 11:17:25 gcSMQ0602 SymantecServer: ,28067379278,1,0.0.0.0/514/udp,2b03-688f2384e,11011,nyclt5213a,default,2017-05-08T11:10:17.000Z,172.24.34.28,inbound,symantec_endpoint_protection, ,blocked,globalcom,b2619585-fab2-493e-b898-b9987974a768#2695,"{""id"":""b2619585-fab2-493e-b898-b9987974a768#2695"",""num_events"":2960,""data_type"":""passthrough"",""batch_id"":""b2619585-fab2-493e-b898-b9987974a768"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2694,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
s.ford,2017-05-08T11:10:18.000Z,5353,224.0.0.251,01005e0000fb,block incoming,gcsmq0602,127.0.0.1,"NYCLT5213A,Local: 224.0.0.251,Local: 5353,Local: 01005E0000FB,Remote: 172.24.32.197,Remote: ,Remote: 5353,Remote: 34363B6318D6,UDP,Inbound,Begin: 2017-05-08 11:10:18,End: 2017-05-08 11:10:18,Occurrences: 1,Application: C:/Program Files (x86)/Google/Chrome/Application/chrome.exe,Rule: block Incoming,Location: Default,User: s.ford,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:19:30.925Z,63211,172.21.25.20,symantec_endpoint_protection-1453027712,418,<59>May  8 11:17:25 gcSMQ0602 SymantecServer: ,28067379334,1,0.0.0.0/514/udp,2b03-688f23886,11011,nyclt5213a,default,2017-05-08T11:10:18.000Z,172.24.32.197,inbound,symantec_endpoint_protection,c:/program files (x86)/google/chrome/application/chrome.exe,blocked,globalcom,b2619585-fab2-493e-b898-b9987974a768#2697,"{""id"":""b2619585-fab2-493e-b898-b9987974a768#2697"",""num_events"":2960,""data_type"":""passthrough"",""batch_id"":""b2619585-fab2-493e-b898-b9987974a768"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2696,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",multicast,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
system,2017-05-08T14:15:25.000Z, ,172.20.32.158,mexlt0501l, ,gcsmq0602,127.0.0.1,"Scan ID: 1494250892,Begin: 2017-05-08 14:15:25,End: 2017-05-08 14:16:12,Completed,Duration (seconds): 47,User1: SYSTEM,User2: SYSTEM,'Scan started on selected drives and folders and all extensions.','Scan Complete:  Risks: 0   Scanned: 929   Files/Folders/Drives Omitted: 0 Trusted Files Skipped: 883',Command: Not a command scan (),Threats: 0,Infected: 0,Total files: 929,Omitted: 0,Computer: MEXLT0501L,IP Address: 172.20.32.158,Domain: Default,Group: My Company\Laptops\Overseas Laptops,Server: gcSMQ0602", ,SymantecServer,antivirus,2017-05-08T15:16:38.966Z,63206,172.21.25.20,symantec_endpoint_protection-227670765,553,<62>May  8 11:15:23 gcSMQ0602 SymantecServer: ,28067138859,1,0.0.0.0/514/udp,2b03-688ee8d2b,11011, ,my company\laptops\overseas laptops,2017-05-08T14:16:12.000Z, , ,symantec_endpoint_protection, ,completed,default,7508dd44-708d-4a4e-8373-7695e40ddef1#657,"{""id"":""7508dd44-708d-4a4e-8373-7695e40ddef1#657"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""7508dd44-708d-4a4e-8373-7695e40ddef1"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":656,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , , , , , , ,11011, , ,scan started on selected drives and folders and all extensions, , ,scanned: 929   files/folders/drives omitted: 0 trusted files skipped: 883,gcsmq0602,0,not a command scan (),47, , , , , 
system,2017-05-05T22:27:13.000Z, , , ,prevent modification of system files | [ac14-2.1] prevent modification of system files,gcsmq0602,127.0.0.1,"MEXLT3493,blocked,[AC14-2.1] Prevent modification of system files - Caller MD5=ac2e7152124ceed36846bd1b6592a00f,File Write,Begin: 2017-05-05 22:27:13,End: 2017-05-05 22:27:13,Rule: Prevent modification of system files | [AC14-2.1] Prevent modification of system files,4896,C:/Windows/System32/msiexec.exe,0,No Module Name,C:/Windows/Microsoft.NET/assembly/GAC_MSIL/Microsoft.VisualBasic.resources/v4.0_10.0.0.0_da_b03f5f7f11d50a3a/Microsoft.VisualBasic.resources.dll,User: SYSTEM,Domain: globalcom,Action Type: ,File size (bytes): 0,Device ID: IDE\DiskSAMSUNG_MZHPV512HDGL-000L1______________BXW25L0Q\6&b8b5b1f&0&0.0.0", ,SymantecServer,antivirus,2017-05-08T15:16:38.314Z,63205,172.21.25.20,symantec_endpoint_protection-3923092326,669,<59>May  8 11:15:48 gcSMQ0602 SymantecServer: ,28067137260,1,0.0.0.0/514/udp,2b03-688ee86ec,11011,mexlt3493, ,2017-05-05T22:27:13.000Z, , ,symantec_endpoint_protection,c:/windows/system32/msiexec.exe,blocked,globalcom,229e4890-9def-4ce8-bdd6-241af5f8d56a#1675,"{""id"":""229e4890-9def-4ce8-bdd6-241af5f8d56a#1675"",""num_events"":2916,""data_type"":""passthrough"",""batch_id"":""229e4890-9def-4ce8-bdd6-241af5f8d56a"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1674,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , , , , , , , , ,11011,0,c:/windows/microsoft.net/assembly/gac_msil/microsoft.visualbasic.resources/v4.0_10.0.0.0_da_b03f5f7f11d50a3a/microsoft.visualbasic.resources.dll,[ac14-2.1] prevent modification of system files,ac2e7152124ceed36846bd1b6592a00f,ide\disksamsung_mzhpv512hdgl-000l1______________bxw25l0q\6&b8b5b1f&0&0.0.0,file write, , , , , , , , , 
system,2017-05-04T16:17:31.000Z, , , ,prevent modification of system files | [ac14-2.1] prevent modification of system files,gcsmq0602,127.0.0.1,"MEXLT0501L,blocked,[AC14-2.1] Prevent modification of system files - Caller MD5=ac2e7152124ceed36846bd1b6592a00f,File Write,Begin: 2017-05-04 16:17:31,End: 2017-05-04 16:18:01,Rule: Prevent modification of system files | [AC14-2.1] Prevent modification of system files,1148,C:/Windows/System32/msiexec.exe,0,No Module Name,C:/Windows/Microsoft.NET/assembly/GAC_MSIL/System.Design.resources/v4.0_4.0.0.0_no_b03f5f7f11d50a3a/System.Design.resources.dll,User: SYSTEM,Domain: globalcom,Action Type: ,File size (bytes): 0,Device ID: IDE\DiskSAMSUNG_MZHPV512HDGL-000L1______________BXW25L0Q\6&b8b5b1f&0&0.0.0", ,SymantecServer,antivirus,2017-05-08T15:16:38.390Z,63205,172.21.25.20,symantec_endpoint_protection-3923092326,653,<59>May  8 11:15:48 gcSMQ0602 SymantecServer: ,28067137493,1,0.0.0.0/514/udp,2b03-688ee87d5,11011,mexlt0501l, ,2017-05-04T16:18:01.000Z, , ,symantec_endpoint_protection,c:/windows/system32/msiexec.exe,blocked,globalcom,229e4890-9def-4ce8-bdd6-241af5f8d56a#1815,"{""id"":""229e4890-9def-4ce8-bdd6-241af5f8d56a#1815"",""num_events"":2909,""data_type"":""passthrough"",""batch_id"":""229e4890-9def-4ce8-bdd6-241af5f8d56a"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1814,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , , , , , , , , ,11011,0,c:/windows/microsoft.net/assembly/gac_msil/system.design.resources/v4.0_4.0.0.0_no_b03f5f7f11d50a3a/system.design.resources.dll,[ac14-2.1] prevent modification of system files,ac2e7152124ceed36846bd1b6592a00f,ide\disksamsung_mzhpv512hdgl-000l1______________bxw25l0q\6&b8b5b1f&0&0.0.0,file write, , , , , , , , , 
system,2017-05-05T14:34:58.000Z, , , ,prevent modification of system files | [ac14-2.1] prevent modification of system files,gcsmq0602,127.0.0.1,"BRALT2103A,blocked,[AC14-2.1] Prevent modification of system files - Caller MD5=dc908ab53016010462f371bbfd3173f5,File Write,Begin: 2017-05-05 14:34:58,End: 2017-05-05 14:34:58,Rule: Prevent modification of system files | [AC14-2.1] Prevent modification of system files,3084,C:/Windows/SysWOW64/rpcnet.exe,0,No Module Name,C:/Windows/SysWOW64/autochk.exe,User: SYSTEM,Domain: globalcom,Action Type: ,File size (bytes): 668160,Device ID: IDE\DiskSAMSUNG_MZHPV512HDGL-000L1______________BXW25L0Q\6&b8b5b1f&0&0.0.0", ,SymantecServer,antivirus,2017-05-08T15:16:38.239Z,63205,172.21.25.20,symantec_endpoint_protection-3923092326,561,<59>May  8 11:14:06 gcSMQ0602 SymantecServer: ,28067137036,1,0.0.0.0/514/udp,2b03-688ee860c,11011,bralt2103a, ,2017-05-05T14:34:58.000Z, , ,symantec_endpoint_protection,c:/windows/syswow64/rpcnet.exe,blocked,globalcom,229e4890-9def-4ce8-bdd6-241af5f8d56a#2094,"{""id"":""229e4890-9def-4ce8-bdd6-241af5f8d56a#2094"",""num_events"":2865,""data_type"":""passthrough"",""batch_id"":""229e4890-9def-4ce8-bdd6-241af5f8d56a"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2093,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , , , , , , , , ,11011,668160,c:/windows/syswow64/autochk.exe,[ac14-2.1] prevent modification of system files,dc908ab53016010462f371bbfd3173f5,ide\disksamsung_mzhpv512hdgl-000l1______________bxw25l0q\6&b8b5b1f&0&0.0.0,file write, , , , , , , , , 
system,2017-05-04T16:18:01.000Z, , , ,prevent modification of system files | [ac14-2.1] prevent modification of system files,gcsmq0602,127.0.0.1,"MEXLT0501L,blocked,[AC14-2.1] Prevent modification of system files - Caller MD5=ac2e7152124ceed36846bd1b6592a00f,File Delete,Begin: 2017-05-04 16:18:01,End: 2017-05-04 16:18:01,Rule: Prevent modification of system files | [AC14-2.1] Prevent modification of system files,1148,C:/Windows/System32/msiexec.exe,0,No Module Name,C:/Windows/Microsoft.NET/Framework64/v4.0.30319/no/System.Deployment.resources.dll,User: SYSTEM,Domain: globalcom,Action Type: ,File size (bytes): 389872,Device ID: IDE\DiskSAMSUNG_MZHPV512HDGL-000L1______________BXW25L0Q\6&b8b5b1f&0&0.0.0", ,SymantecServer,antivirus,2017-05-08T15:16:38.402Z,63205,172.21.25.20,symantec_endpoint_protection-3923092326,614,<59>May  8 11:15:48 gcSMQ0602 SymantecServer: ,28067137549,1,0.0.0.0/514/udp,2b03-688ee880d,11011,mexlt0501l, ,2017-05-04T16:18:01.000Z, , ,symantec_endpoint_protection,c:/windows/system32/msiexec.exe,blocked,globalcom,229e4890-9def-4ce8-bdd6-241af5f8d56a#2439,"{""id"":""229e4890-9def-4ce8-bdd6-241af5f8d56a#2439"",""num_events"":2826,""data_type"":""passthrough"",""batch_id"":""229e4890-9def-4ce8-bdd6-241af5f8d56a"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2438,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , , , , , , , , ,11011,389872,c:/windows/microsoft.net/framework64/v4.0.30319/no/system.deployment.resources.dll,[ac14-2.1] prevent modification of system files,ac2e7152124ceed36846bd1b6592a00f,ide\disksamsung_mzhpv512hdgl-000l1______________bxw25l0q\6&b8b5b1f&0&0.0.0,file delete, , , , , , , , , 
system,2017-05-08T14:17:22.000Z, ,172.24.40.37,nyclt4683, ,gcsmq0602,127.0.0.1,"Scan ID: 1493818263,Begin: 2017-05-08 14:17:22,End: 2017-05-08 14:17:40,Completed,Duration (seconds): 18,User1: SYSTEM,User2: SYSTEM,'Scan started on selected drives and folders and all extensions.','Scan Complete:  Risks: 0   Scanned: 776   Files/Folders/Drives Omitted: 0 Trusted Files Skipped: 740',Command: Not a command scan (),Threats: 0,Infected: 0,Total files: 776,Omitted: 0,Computer: NYCLT4683,IP Address: 172.24.40.37,Domain: Default,Group: My Company\Laptops,Server: gcSMQ0602", ,SymantecServer,antivirus,2017-05-08T15:18:34.245Z,63210,172.21.25.20,symantec_endpoint_protection-227670765,534,<62>May  8 11:16:43 gcSMQ0602 SymantecServer: ,28067280863,1,0.0.0.0/514/udp,2b03-688f0b7df,11011, ,my company\laptops,2017-05-08T14:17:40.000Z, , ,symantec_endpoint_protection, ,completed,default,066a6201-d1c2-444c-9997-046ef4e8aabf#1457,"{""id"":""066a6201-d1c2-444c-9997-046ef4e8aabf#1457"",""num_events"":2987,""data_type"":""passthrough"",""batch_id"":""066a6201-d1c2-444c-9997-046ef4e8aabf"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1456,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , , , , , , ,11011, , ,scan started on selected drives and folders and all extensions, , ,scanned: 776   files/folders/drives omitted: 0 trusted files skipped: 740,gcsmq0602,0,not a command scan (),18, , , , , 
system,2017-05-05T07:39:15.000Z, , , ,prevent modification of system files | [ac14-2.1] prevent modification of system files,gcsmq0602,127.0.0.1,"ZAFLT3333,blocked,[AC14-2.1] Prevent modification of system files - Caller MD5=cc49c3db97ecb904760843f30a708d09,File Delete,Begin: 2017-05-05 07:39:15,End: 2017-05-05 07:39:15,Rule: Prevent modification of system files | [AC14-2.1] Prevent modification of system files,3548,C:/Windows/Microsoft.NET/Framework/v4.0.30319/mscorsvw.exe,0,No Module Name,C:/Windows/assembly/temp/4Y6G544STM/XsdBuildTask.ni.dll,User: SYSTEM,Domain: globalcom,Action Type: ,File size (bytes): 116736,Device ID: SCSI\Disk&Ven_SAMSUNG&Prod_MZNTE512HMJH-000\4&2d097c2d&0&000000", ,SymantecServer,antivirus,2017-05-08T15:22:35.538Z,65343,172.21.25.20,symantec_endpoint_protection-3923092326,602,<59>May  8 11:20:47 gcSMQ0602 SymantecServer: ,28067691635,1,0.0.0.0/514/udp,2b03-688f6fc73,11011,zaflt3333, ,2017-05-05T07:39:15.000Z, , ,symantec_endpoint_protection,c:/windows/microsoft.net/framework/v4.0.30319/mscorsvw.exe,blocked,globalcom,7803c172-9f3f-42db-bc07-d108253d39be#600,"{""id"":""7803c172-9f3f-42db-bc07-d108253d39be#600"",""num_events"":2962,""data_type"":""passthrough"",""batch_id"":""7803c172-9f3f-42db-bc07-d108253d39be"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":599,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , , , , , , , , ,11011,116736,c:/windows/assembly/temp/4y6g544stm/xsdbuildtask.ni.dll,[ac14-2.1] prevent modification of system files,cc49c3db97ecb904760843f30a708d09,scsi\disk&ven_samsung&prod_mznte512hmjh-000\4&2d097c2d&0&000000,file delete, , , , , , , , , 
a.gray,2017-05-08T11:00:52.000Z,67,255.255.255.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"nyclt4847,Local: 255.255.255.255,Local: 67,Local: gcgcgcgcgcgc,Remote: 172.24.32.221,Remote: ,Remote: 68,Remote: E4B318D81508,UDP,Inbound,Begin: 2017-05-08 11:00:52,End: 2017-05-08 11:00:52,Occurrences: 1,Application: ,Rule: block Incoming,Location: Default,User: a.gray,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:15:34.314Z,60452,172.21.25.20,symantec_endpoint_protection-1453027712,355,<59>May  8 11:12:45 gcSMQ0602 SymantecServer: ,28067018642,1,0.0.0.0/514/udp,2b03-688ecb792,11011,nyclt4847,default,2017-05-08T11:00:52.000Z,172.24.32.221,inbound,symantec_endpoint_protection, ,blocked,globalcom,817105e4-a989-46f3-a54e-0f7ed1e418cd#307,"{""id"":""817105e4-a989-46f3-a54e-0f7ed1e418cd#307"",""num_events"":2969,""data_type"":""passthrough"",""batch_id"":""817105e4-a989-46f3-a54e-0f7ed1e418cd"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":306,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",reserved rfc3330,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
a.gray,2017-05-08T11:00:47.000Z,17500,172.24.47.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"nyclt4847,Local: 172.24.47.255,Local: 17500,Local: gcgcgcgcgcgc,Remote: 172.24.32.169,Remote: ,Remote: 17500,Remote: E8B1FC09DFD5,UDP,Inbound,Begin: 2017-05-08 11:00:47,End: 2017-05-08 11:00:47,Occurrences: 1,Application: ,Rule: block Incoming,Location: Default,User: a.gray,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:15:34.330Z,60452,172.21.25.20,symantec_endpoint_protection-1453027712,359,<59>May  8 11:12:45 gcSMQ0602 SymantecServer: ,28067018684,1,0.0.0.0/514/udp,2b03-688ecb7bc,11011,nyclt4847,default,2017-05-08T11:00:47.000Z,172.24.32.169,inbound,symantec_endpoint_protection, ,blocked,globalcom,817105e4-a989-46f3-a54e-0f7ed1e418cd#316,"{""id"":""817105e4-a989-46f3-a54e-0f7ed1e418cd#316"",""num_events"":2969,""data_type"":""passthrough"",""batch_id"":""817105e4-a989-46f3-a54e-0f7ed1e418cd"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":315,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
k.mcewen,2017-05-08T11:04:38.000Z,1900,239.255.255.250,4845200ba9c3,block incoming,gcsmq0602,127.0.0.1,"NYCLT5192A,Local: 239.255.255.250,Local: 1900,Local: 4845200BA9C3,Remote: 172.24.33.217,Remote: ,Remote: 63411,Remote: C056274F55DC,UDP,Inbound,Begin: 2017-05-08 11:04:38,End: 2017-05-08 11:04:41,Occurrences: 3,Application: ,Rule: block Incoming,Location: Default,User: K.McEwen,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:15:33.846Z,60452,172.21.25.20,symantec_endpoint_protection-1453027712,363,<59>May  8 11:12:45 gcSMQ0602 SymantecServer: ,28067017451,1,0.0.0.0/514/udp,2b03-688ecb2eb,11011,nyclt5192a,default,2017-05-08T11:04:41.000Z,172.24.33.217,inbound,symantec_endpoint_protection, ,blocked,globalcom,817105e4-a989-46f3-a54e-0f7ed1e418cd#338,"{""id"":""817105e4-a989-46f3-a54e-0f7ed1e418cd#338"",""num_events"":2969,""data_type"":""passthrough"",""batch_id"":""817105e4-a989-46f3-a54e-0f7ed1e418cd"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":337,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",multicast,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
