username,threshold,srcipv4,size,rawmsghostname,rawmsghostipv4,rawmsg,program,msg,metaclass,meta_ts,meta_sp,meta_sip4,meta_rule,meta_oml,meta_omh,meta_mid,meta_iid,meta_i,meta_cid,meta_cbid,group,class,_eventid,__metadata__,srccountry,srccountrycode,srccity,srcdomain,srcisp,srclatitude,srclongitude,srcregion,srcusagetype,meta_cbname,length,eventid,description,protocol,dstipv4,action,dstcountry,dstcountrycode,dstcity,dstdomain,dstisp,dstlatitude,dstlongitude,dstregion,dstusagetype,reason,rateval,ratemax,rateid,rateavg,policy,count,ipv4,interface,number,duration,sentpackets,sentbytes,peer,srcport,localinterface,dstport,rcvdpackets,rcvdbytes
184.106.122.142, ,199.255.154.12, ,172.21.15.12,127.0.0.1,: %ASA-6-602304: IPSEC: An outbound LAN-to-LAN SA (SPI= 0x757ADB92) between 199.255.154.12 and 184.106.122.142 (user= 184.106.122.142) has been deleted.,%ASA-6-602304,an outbound lan-to-lan sa,firewall,2017-05-08T15:25:09.285Z,514,172.21.15.12,cisco_asa_threat_detection-1200678657,178,<166>May 08 2017 11:25:09,28068005537,1,0.0.0.0/514/udp,2b03-688fbc6a1,11011, ,cisco_asa_threat_detection,57ed32bd-d187-430d-a34b-8845a4632e5b#1986,"{""id"":""57ed32bd-d187-430d-a34b-8845a4632e5b#1986"",""num_events"":2938,""data_type"":""passthrough"",""batch_id"":""57ed32bd-d187-430d-a34b-8845a4632e5b"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1985,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,11011, , , ,ipsec,184.106.122.142,deleted,united states,us,chicago,rackspace.com,core one-hour servers,41.85002899169922,-87.6500473022461,illinois,dch, , , , , , , , , , , , , , , , , , , 
184.106.122.142, ,184.106.122.142, ,172.21.15.12,127.0.0.1,: %ASA-6-602304: IPSEC: An inbound LAN-to-LAN SA (SPI= 0xD33CF8BD) between 184.106.122.142 and 199.255.154.12 (user= 184.106.122.142) has been deleted.,%ASA-6-602304,an inbound lan-to-lan sa,firewall,2017-05-08T15:25:09.285Z,514,172.21.15.12,cisco_asa_threat_detection-1200678657,177,<166>May 08 2017 11:25:09,28068005538,1,0.0.0.0/514/udp,2b03-688fbc6a2,11011, ,cisco_asa_threat_detection,57ed32bd-d187-430d-a34b-8845a4632e5b#1987,"{""id"":""57ed32bd-d187-430d-a34b-8845a4632e5b#1987"",""num_events"":2938,""data_type"":""passthrough"",""batch_id"":""57ed32bd-d187-430d-a34b-8845a4632e5b"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1986,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,chicago,rackspace.com,core one-hour servers,41.85002899169922,-87.6500473022461,illinois,dch,11011, , , ,ipsec,199.255.154.12,deleted,united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org, , , , , , , , , , , , , , , , , , , 
 , , , ,172.21.15.12,127.0.0.1,: %ASA-7-713906: IKE Receiver: Packet received on 216.222.105.2:500 from 104.196.23.117:500,%ASA-7-713906,ike receiver: packet received on 216.222.105.2:500 from 104.196.23.117:500,firewall,2017-05-08T15:20:19.030Z,514,172.21.15.12,cisco_asa_threat_detection-1524236100,117,<167>May 08 2017 11:20:18,28067459501,1,0.0.0.0/514/udp,2b03-688f371ad,11011, ,cisco_asa_threat_detection,ac02fca1-9fcf-4835-b424-ccd3fdf61f7b#2836,"{""id"":""ac02fca1-9fcf-4835-b424-ccd3fdf61f7b#2836"",""num_events"":2914,""data_type"":""passthrough"",""batch_id"":""ac02fca1-9fcf-4835-b424-ccd3fdf61f7b"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2835,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , , , , , , ,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , ,104.196.23.117, ,172.21.15.12,127.0.0.1,": %ASA-7-713236: IP = 104.196.23.117, IKE_DECODE RECEIVED Message (msgid=9243d419) with payloads : HDR + HASH (8) + NOTIFY (11) + NONE (0) total length : 84",%ASA-7-713236,ike_decode received message with payloads : hdr + hash (8) + notify (11) + none (0),"firewall,ids",2017-05-08T15:20:19.030Z,514,172.21.15.12,cisco_asa_threat_detection-2169620772,182,<167>May 08 2017 11:20:18,28067459502,1,0.0.0.0/514/udp,2b03-688f371ae,11011, ,cisco_asa_threat_detection,ac02fca1-9fcf-4835-b424-ccd3fdf61f7b#2837,"{""id"":""ac02fca1-9fcf-4835-b424-ccd3fdf61f7b#2837"",""num_events"":2914,""data_type"":""passthrough"",""batch_id"":""ac02fca1-9fcf-4835-b424-ccd3fdf61f7b"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2836,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,mountain view,google.com,google inc.,37.40599060058594,-122.0785140991211,california,ses,11011,84,9243d419, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s.smith,1406,103.219.242.4,1486,172.21.15.12,127.0.0.1,: %ASA-6-722036: Group <global.com> User <s.smith> IP <103.219.242.4> Transmitting large packet 1486 (threshold 1406).,%ASA-6-722036,transmitting large packet,firewall,2017-05-08T15:08:11.767Z,514,172.21.15.12,cisco_asa_threat_detection-3519195218,148,<166>May 08 2017 11:08:11,28066257847,1,0.0.0.0/514/udp,2b03-688e11bb7,11011,global.com,cisco_asa_threat_detection,8b5d84a9-4c55-4300-b82a-547b4d56a1d3#2213,"{""id"":""8b5d84a9-4c55-4300-b82a-547b4d56a1d3#2213"",""num_events"":2979,""data_type"":""passthrough"",""batch_id"":""8b5d84a9-4c55-4300-b82a-547b4d56a1d3"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2212,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",india,in,hyderabad,cigniti.com,cigniti technologies limited,17.375280380249023,78.47444152832031,telangana,com,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s.smith,1406,103.219.242.4,1486,172.21.15.12,127.0.0.1,: %ASA-6-722036: Group <global.com> User <s.smith> IP <103.219.242.4> Transmitting large packet 1486 (threshold 1406).,%ASA-6-722036,transmitting large packet,firewall,2017-05-08T15:24:36.204Z,514,172.21.15.12,cisco_asa_threat_detection-3519195218,148,<166>May 08 2017 11:24:36,28067935162,1,0.0.0.0/514/udp,2b03-688fab3ba,11011,global.com,cisco_asa_threat_detection,33fb211c-7d38-42be-8caf-7be13ed16a4b#325,"{""id"":""33fb211c-7d38-42be-8caf-7be13ed16a4b#325"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""33fb211c-7d38-42be-8caf-7be13ed16a4b"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":324,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",india,in,hyderabad,cigniti.com,cigniti technologies limited,17.375280380249023,78.47444152832031,telangana,com,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s.smith,1406,103.219.242.4,1486,172.21.15.12,127.0.0.1,: %ASA-6-722036: Group <global.com> User <s.smith> IP <103.219.242.4> Transmitting large packet 1486 (threshold 1406).,%ASA-6-722036,transmitting large packet,firewall,2017-05-08T15:18:07.886Z,514,172.21.15.12,cisco_asa_threat_detection-3519195218,148,<166>May 08 2017 11:18:07,28067231298,1,0.0.0.0/514/udp,2b03-688eff642,11011,global.com,cisco_asa_threat_detection,33fb211c-7d38-42be-8caf-7be13ed16a4b#2427,"{""id"":""33fb211c-7d38-42be-8caf-7be13ed16a4b#2427"",""num_events"":2997,""data_type"":""passthrough"",""batch_id"":""33fb211c-7d38-42be-8caf-7be13ed16a4b"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2426,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",india,in,hyderabad,cigniti.com,cigniti technologies limited,17.375280380249023,78.47444152832031,telangana,com,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s.smith,1406,103.219.242.4,1486,172.21.15.12,127.0.0.1,: %ASA-6-722036: Group <global.com> User <s.smith> IP <103.219.242.4> Transmitting large packet 1486 (threshold 1406).,%ASA-6-722036,transmitting large packet,firewall,2017-05-08T15:22:30.465Z,514,172.21.15.12,cisco_asa_threat_detection-3519195218,148,<166>May 08 2017 11:22:30,28067682392,1,0.0.0.0/514/udp,2b03-688f6d858,11011,global.com,cisco_asa_threat_detection,00f9cbd4-9b24-43ab-a937-d2f9274050d1#784,"{""id"":""00f9cbd4-9b24-43ab-a937-d2f9274050d1#784"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""00f9cbd4-9b24-43ab-a937-d2f9274050d1"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":783,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",india,in,hyderabad,cigniti.com,cigniti technologies limited,17.375280380249023,78.47444152832031,telangana,com,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s.smith,1406,103.219.242.4,1486,172.21.15.12,127.0.0.1,: %ASA-6-722036: Group <global.com> User <s.smith> IP <103.219.242.4> Transmitting large packet 1486 (threshold 1406).,%ASA-6-722036,transmitting large packet,firewall,2017-05-08T15:22:30.465Z,514,172.21.15.12,cisco_asa_threat_detection-3519195218,148,<166>May 08 2017 11:22:30,28067682391,1,0.0.0.0/514/udp,2b03-688f6d857,11011,global.com,cisco_asa_threat_detection,00f9cbd4-9b24-43ab-a937-d2f9274050d1#1190,"{""id"":""00f9cbd4-9b24-43ab-a937-d2f9274050d1#1190"",""num_events"":2934,""data_type"":""passthrough"",""batch_id"":""00f9cbd4-9b24-43ab-a937-d2f9274050d1"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1189,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",india,in,hyderabad,cigniti.com,cigniti technologies limited,17.375280380249023,78.47444152832031,telangana,com,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , ,66.171.66.14, ,172.21.15.12,127.0.0.1,": %ASA-7-713236: IP = 66.171.66.14, IKE_DECODE RECEIVED Message (msgid=254bbc24) with payloads : HDR + HASH (8) + NOTIFY (11) + NONE (0) total length : 84",%ASA-7-713236,ike_decode received message with payloads : hdr + hash (8) + notify (11) + none (0),"firewall,ids",2017-05-08T15:18:10.851Z,514,172.21.15.12,cisco_asa_threat_detection-2169620772,180,<167>May 08 2017 11:18:10,28067237193,1,0.0.0.0/514/udp,2b03-688f00d49,11011, ,cisco_asa_threat_detection,16ffff2a-d9c5-4d3f-b80d-7bc0eb21c665#2236,"{""id"":""16ffff2a-d9c5-4d3f-b80d-7bc0eb21c665#2236"",""num_events"":2739,""data_type"":""passthrough"",""batch_id"":""16ffff2a-d9c5-4d3f-b80d-7bc0eb21c665"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2235,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,commack,invision.com,invision.com inc.,40.84149169921875,-73.28043365478516,new york,dch,11011,84,254bbc24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s.smith,1406,103.219.242.4,1486,172.21.15.12,127.0.0.1,: %ASA-6-722036: Group <global.com> User <s.smith> IP <103.219.242.4> Transmitting large packet 1486 (threshold 1406).,%ASA-6-722036,transmitting large packet,firewall,2017-05-08T15:18:14.035Z,514,172.21.15.12,cisco_asa_threat_detection-3519195218,148,<166>May 08 2017 11:18:14,28067243082,1,0.0.0.0/514/udp,2b03-688f0244a,11011,global.com,cisco_asa_threat_detection,6ae672b5-dca7-4366-b01d-ccb477042d64#590,"{""id"":""6ae672b5-dca7-4366-b01d-ccb477042d64#590"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6ae672b5-dca7-4366-b01d-ccb477042d64"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":589,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",india,in,hyderabad,cigniti.com,cigniti technologies limited,17.375280380249023,78.47444152832031,telangana,com,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , ,172.21.15.12,127.0.0.1,: %ASA-7-713906: IKE Receiver: Packet received on 216.222.105.2:500 from 104.196.23.117:500,%ASA-7-713906,ike receiver: packet received on 216.222.105.2:500 from 104.196.23.117:500,firewall,2017-05-08T15:12:08.086Z,514,172.21.15.12,cisco_asa_threat_detection-1524236100,117,<167>May 08 2017 11:12:08,28066667999,1,0.0.0.0/514/udp,2b03-688e75ddf,11011, ,cisco_asa_threat_detection,7a2b53fd-db0e-4581-bc13-b13f2f61ab1e#2572,"{""id"":""7a2b53fd-db0e-4581-bc13-b13f2f61ab1e#2572"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""7a2b53fd-db0e-4581-bc13-b13f2f61ab1e"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2571,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , , , , , , ,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , ,184.106.122.142, ,172.21.15.12,127.0.0.1,": %ASA-7-713236: IP = 184.106.122.142, IKE_DECODE SENDING Message (msgid=98376ed7) with payloads : HDR + HASH (8) + NOTIFY (11) + NONE (0) total length : 84",%ASA-7-713236,ike_decode sending message with payloads : hdr + hash (8) + notify (11) + none (0),"firewall,ids",2017-05-08T15:22:32.320Z,514,172.21.15.12,cisco_asa_threat_detection-2169620772,182,<167>May 08 2017 11:22:32,28067685867,1,0.0.0.0/514/udp,2b03-688f6e5eb,11011, ,cisco_asa_threat_detection,4d012412-fdea-4432-9d91-ee7565bfd003#295,"{""id"":""4d012412-fdea-4432-9d91-ee7565bfd003#295"",""num_events"":2949,""data_type"":""passthrough"",""batch_id"":""4d012412-fdea-4432-9d91-ee7565bfd003"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":294,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,chicago,rackspace.com,core one-hour servers,41.85002899169922,-87.6500473022461,illinois,dch,11011,84,98376ed7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s.smith,1406,103.219.242.4,1486,172.21.15.12,127.0.0.1,: %ASA-6-722036: Group <global.com> User <s.smith> IP <103.219.242.4> Transmitting large packet 1486 (threshold 1406).,%ASA-6-722036,transmitting large packet,firewall,2017-05-08T15:26:48.011Z,514,172.21.15.12,cisco_asa_threat_detection-3519195218,148,<166>May 08 2017 11:26:47,28068174706,1,0.0.0.0/514/udp,2b03-688fe5b72,11011,global.com,cisco_asa_threat_detection,282035b6-b90c-45fb-9c8b-1625efd3f4e4#930,"{""id"":""282035b6-b90c-45fb-9c8b-1625efd3f4e4#930"",""num_events"":2971,""data_type"":""passthrough"",""batch_id"":""282035b6-b90c-45fb-9c8b-1625efd3f4e4"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":929,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",india,in,hyderabad,cigniti.com,cigniti technologies limited,17.375280380249023,78.47444152832031,telangana,com,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s.smith,1406,103.219.242.4,1486,172.21.15.12,127.0.0.1,: %ASA-6-722036: Group <global.com> User <s.smith> IP <103.219.242.4> Transmitting large packet 1486 (threshold 1406).,%ASA-6-722036,transmitting large packet,firewall,2017-05-08T15:22:14.039Z,514,172.21.15.12,cisco_asa_threat_detection-3519195218,148,<166>May 08 2017 11:22:14,28067654376,1,0.0.0.0/514/udp,2b03-688f66ae8,11011,global.com,cisco_asa_threat_detection,49ab2b54-2ddf-4b49-9e5d-9d357bea54cd#2063,"{""id"":""49ab2b54-2ddf-4b49-9e5d-9d357bea54cd#2063"",""num_events"":2920,""data_type"":""passthrough"",""batch_id"":""49ab2b54-2ddf-4b49-9e5d-9d357bea54cd"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2062,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",india,in,hyderabad,cigniti.com,cigniti technologies limited,17.375280380249023,78.47444152832031,telangana,com,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , ,172.21.15.12,127.0.0.1,: %ASA-7-713906: IKE Receiver: Packet received on 199.255.154.12:500 from 184.106.122.142:500,%ASA-7-713906,ike receiver: packet received on 199.255.154.12:500 from 184.106.122.142:500,firewall,2017-05-08T15:26:52.338Z,514,172.21.15.12,cisco_asa_threat_detection-1524236100,119,<167>May 08 2017 11:26:52,28068183287,1,0.0.0.0/514/udp,2b03-688fe7cf7,11011, ,cisco_asa_threat_detection,8dcc8010-3a7b-41e0-8665-3583be2686bf#1859,"{""id"":""8dcc8010-3a7b-41e0-8665-3583be2686bf#1859"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""8dcc8010-3a7b-41e0-8665-3583be2686bf"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1858,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , , , , , , ,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , ,172.20.45.250,127.0.0.1,": %ASA-4-733100: [ Scanning] drop rate-1 exceeded. Current burst rate is 0 per second, max configured rate is 10; Current average rate is 17 per second, max configured rate is 5; Cumulative total count is 10482",%ASA-4-733100, ,"firewall,ids",2017-05-08T15:16:42.994Z,514,172.20.45.250,cisco_asa_threat_detection-583601702,236,<164>May 08 2017 15:16:42,6467161966,0,0.0.0.0/514/udp,2afd-181790f6e,11005, ,cisco_asa_threat_detection,4ba36bf3-e30f-44ad-ae78-32b86d11c4e9#252,"{""id"":""4ba36bf3-e30f-44ad-ae78-32b86d11c4e9#252"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""4ba36bf3-e30f-44ad-ae78-32b86d11c4e9"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":251,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , , , , , , ,11005, , , , , ,drop, , , , , , , , , , ,0,10,rate-1,17,scanning,10482, , , , , , , , , , , , 
s.smith,1406,103.219.242.4,1486,172.21.15.12,127.0.0.1,: %ASA-6-722036: Group <global.com> User <s.smith> IP <103.219.242.4> Transmitting large packet 1486 (threshold 1406).,%ASA-6-722036,transmitting large packet,firewall,2017-05-08T15:30:54.744Z,514,172.21.15.12,cisco_asa_threat_detection-3519195218,148,<166>May 08 2017 11:30:54,28068654301,1,0.0.0.0/514/udp,2b03-68905acdd,11011,global.com,cisco_asa_threat_detection,2409cd09-e244-4000-892e-297d9949e8e9#19,"{""id"":""2409cd09-e244-4000-892e-297d9949e8e9#19"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2409cd09-e244-4000-892e-297d9949e8e9"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":18,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",india,in,hyderabad,cigniti.com,cigniti technologies limited,17.375280380249023,78.47444152832031,telangana,com,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s.smith,1406,103.219.242.4,1486,172.21.15.12,127.0.0.1,: %ASA-6-722036: Group <global.com> User <s.smith> IP <103.219.242.4> Transmitting large packet 1486 (threshold 1406).,%ASA-6-722036,transmitting large packet,firewall,2017-05-08T15:26:04.372Z,514,172.21.15.12,cisco_asa_threat_detection-3519195218,148,<166>May 08 2017 11:26:04,28068102727,1,0.0.0.0/514/udp,2b03-688fd4247,11011,global.com,cisco_asa_threat_detection,22342515-076b-42e2-8b6a-8607ed77ac16#2055,"{""id"":""22342515-076b-42e2-8b6a-8607ed77ac16#2055"",""num_events"":2069,""data_type"":""passthrough"",""batch_id"":""22342515-076b-42e2-8b6a-8607ed77ac16"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2054,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",india,in,hyderabad,cigniti.com,cigniti technologies limited,17.375280380249023,78.47444152832031,telangana,com,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , ,172.21.15.12,127.0.0.1,: %ASA-7-713906: IKE Receiver: Packet received on 199.255.154.12:500 from 66.171.66.14:500,%ASA-7-713906,ike receiver: packet received on 199.255.154.12:500 from 66.171.66.14:500,firewall,2017-05-08T15:10:32.843Z,514,172.21.15.12,cisco_asa_threat_detection-1524236100,116,<167>May 08 2017 11:10:32,28066499413,1,0.0.0.0/514/udp,2b03-688e4cb55,11011, ,cisco_asa_threat_detection,9166c509-f0e6-4a95-946d-85fa27e21328#85,"{""id"":""9166c509-f0e6-4a95-946d-85fa27e21328#85"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9166c509-f0e6-4a95-946d-85fa27e21328"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":84,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , , , , , , ,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s.smith,1406,103.219.242.4,1486,172.21.15.12,127.0.0.1,: %ASA-6-722036: Group <global.com> User <s.smith> IP <103.219.242.4> Transmitting large packet 1486 (threshold 1406).,%ASA-6-722036,transmitting large packet,firewall,2017-05-08T15:22:58.036Z,514,172.21.15.12,cisco_asa_threat_detection-3519195218,148,<166>May 08 2017 11:22:58,28067728874,1,0.0.0.0/514/udp,2b03-688f78dea,11011,global.com,cisco_asa_threat_detection,9166c509-f0e6-4a95-946d-85fa27e21328#1966,"{""id"":""9166c509-f0e6-4a95-946d-85fa27e21328#1966"",""num_events"":2944,""data_type"":""passthrough"",""batch_id"":""9166c509-f0e6-4a95-946d-85fa27e21328"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1965,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",india,in,hyderabad,cigniti.com,cigniti technologies limited,17.375280380249023,78.47444152832031,telangana,com,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , ,104.214.68.55, ,172.21.15.12,127.0.0.1,": %ASA-7-713236: IP = 104.214.68.55, IKE_DECODE RECEIVED Message (msgid=0) with payloads : HDR + SA (1) + VENDOR (13) + VENDOR (13) + VENDOR (13) + VENDOR (13) + VENDOR (13) + VENDOR (13) + VENDOR (13) + VENDOR (13) + NONE (0) total length : 372",%ASA-7-713236,ike_decode received message with payloads : hdr + sa (1) + vendor (13) + vendor (13) + vendor (13) + vendor (13) + vendor (13) + vendor (13) + vendor (13) + vendor (13) + none (0),"firewall,ids",2017-05-08T15:28:50.756Z,514,172.21.15.12,cisco_asa_threat_detection-2169620772,271,<167>May 08 2017 11:28:50,28068402866,1,0.0.0.0/514/udp,2b03-68901d6b2,11011, ,cisco_asa_threat_detection,85a79cc3-d3cc-4630-9636-4d21cf51a79a#1504,"{""id"":""85a79cc3-d3cc-4630-9636-4d21cf51a79a#1504"",""num_events"":2909,""data_type"":""passthrough"",""batch_id"":""85a79cc3-d3cc-4630-9636-4d21cf51a79a"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1503,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,san antonio,microsoft.com,microsoft corporation,29.42411994934082,-98.4936294555664,texas,ses,11011,372,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , ,104.214.68.55, ,172.21.15.12,127.0.0.1,": %ASA-7-715049: IP = 104.214.68.55, Received NAT-Traversal ver 02 VID",%ASA-7-715049,received nat-traversal ver 02 vid,firewall,2017-05-08T15:28:50.756Z,514,172.21.15.12,cisco_asa_threat_detection-135031808,96,<167>May 08 2017 11:28:50,28068402878,1,0.0.0.0/514/udp,2b03-68901d6be,11011, ,cisco_asa_threat_detection,85a79cc3-d3cc-4630-9636-4d21cf51a79a#1570,"{""id"":""85a79cc3-d3cc-4630-9636-4d21cf51a79a#1570"",""num_events"":2909,""data_type"":""passthrough"",""batch_id"":""85a79cc3-d3cc-4630-9636-4d21cf51a79a"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1569,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,san antonio,microsoft.com,microsoft corporation,29.42411994934082,-98.4936294555664,texas,ses,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , ,172.21.15.12,127.0.0.1,: %ASA-7-713906: IKE Receiver: Packet received on 199.255.154.12:500 from 104.214.68.55:500,%ASA-7-713906,ike receiver: packet received on 199.255.154.12:500 from 104.214.68.55:500,firewall,2017-05-08T15:28:50.869Z,514,172.21.15.12,cisco_asa_threat_detection-1524236100,117,<167>May 08 2017 11:28:50,28068403234,1,0.0.0.0/514/udp,2b03-68901d822,11011, ,cisco_asa_threat_detection,85a79cc3-d3cc-4630-9636-4d21cf51a79a#1915,"{""id"":""85a79cc3-d3cc-4630-9636-4d21cf51a79a#1915"",""num_events"":2857,""data_type"":""passthrough"",""batch_id"":""85a79cc3-d3cc-4630-9636-4d21cf51a79a"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1914,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , , , , , , ,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , ,104.214.68.55, ,172.21.15.12,127.0.0.1,": %ASA-7-714005: Group = 104.214.68.55, IP = 104.214.68.55, IKE Responder sending 2nd QM pkt: msg id = 00000001",%ASA-7-714005,ike responder sending 2nd qm pkt,"firewall,ids",2017-05-08T15:28:50.869Z,514,172.21.15.12,cisco_asa_threat_detection-3170849597,137,<167>May 08 2017 11:28:50,28068403252,1,0.0.0.0/514/udp,2b03-68901d834,11011,104.214.68.55,cisco_asa_threat_detection,85a79cc3-d3cc-4630-9636-4d21cf51a79a#1919,"{""id"":""85a79cc3-d3cc-4630-9636-4d21cf51a79a#1919"",""num_events"":2857,""data_type"":""passthrough"",""batch_id"":""85a79cc3-d3cc-4630-9636-4d21cf51a79a"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1918,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,san antonio,microsoft.com,microsoft corporation,29.42411994934082,-98.4936294555664,texas,ses,11011, ,00000001, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
